Date,구장,원정팀,원정팀점수,홈팀점수,홈팀,연도,원정팀결과,홈팀결과,Wins,Losses,누적승률
09.12(일),광주,NC,8,2,KIA,2021,승,패,53,46,0.5353535353535354
09.12(일),광주,NC,3,0,KIA,2021,승,패,53,47,0.53
09.14(화),광주,롯데,8,7,KIA,2021,승,패,53,48,0.5247524752475248
09.15(수),광주,롯데,6,3,KIA,2021,승,패,53,49,0.5196078431372549
09.15(수),광주,롯데,3,5,KIA,2021,패,승,54,49,0.5242718446601942
09.16(목),대구,KIA,6,5,삼성,2021,승,패,54,50,0.5192307692307693
09.17(금),대구,KIA,3,6,삼성,2021,패,승,55,50,0.5238095238095238
09.18(토),잠실,KIA,9,6,LG,2021,승,패,55,51,0.5188679245283019
09.19(일),잠실,KIA,3,4,LG,2021,패,승,56,51,0.5233644859813084
09.21(화),광주,KT,11,5,KIA,2021,승,패,56,52,0.5185185185185185
09.22(수),광주,KT,2,7,KIA,2021,패,승,57,52,0.5229357798165137
09.23(목),광주,두산,3,1,KIA,2021,승,패,57,53,0.5181818181818182
09.24(금),광주,두산,8,2,KIA,2021,승,패,57,54,0.5135135135135135
09.25(토),광주,SSG,1,7,KIA,2021,패,승,58,54,0.5178571428571429
09.26(일),광주,SSG,5,6,KIA,2021,패,승,59,54,0.5221238938053098
09.28(화),창원,KIA,9,10,NC,2021,패,승,60,54,0.5263157894736842
09.29(수),창원,KIA,1,4,NC,2021,패,승,61,54,0.5304347826086957
09.30(목),광주,키움,2,0,KIA,2021,승,패,61,55,0.5258620689655172
10.01(금),광주,키움,0,6,KIA,2021,패,승,62,55,0.5299145299145299
10.02(토),광주,한화,4,4,KIA,2021,무,무,62,56,0.5254237288135594
10.03(일),광주,한화,6,9,KIA,2021,패,승,63,56,0.5294117647058824
10.05(화),사직,KIA,3,13,롯데,2021,패,승,64,56,0.5333333333333333
10.06(수),사직,KIA,4,2,롯데,2021,승,패,64,57,0.5289256198347108
10.07(목),광주,LG,8,1,KIA,2021,승,패,64,58,0.5245901639344263
10.08(금),광주,LG,2,2,KIA,2021,무,무,64,59,0.5203252032520326
10.09(토),대전,KIA,6,4,한화,2021,승,패,64,60,0.5161290322580645
10.10(일),대전,KIA,3,1,한화,2021,승,패,64,61,0.512
10.10(일),대전,KIA,5,0,한화,2021,승,패,64,62,0.5079365079365079
10.12(화),광주,삼성,2,1,KIA,2021,승,패,64,63,0.5039370078740157
10.13(수),광주,삼성,5,3,KIA,2021,승,패,64,64,0.5
10.14(목),광주,삼성,2,5,KIA,2021,패,승,65,64,0.5038759689922481
10.15(금),수원,KIA,7,7,KT,2021,무,무,65,65,0.5
10.16(토),잠실,KIA,6,4,두산,2021,승,패,65,66,0.4961832061068702
10.17(일),잠실,KIA,3,3,두산,2021,무,무,65,67,0.4924242424242424
10.17(일),잠실,KIA,2,5,두산,2021,패,승,66,67,0.4962406015037593
10.19(화),광주,SSG,4,5,KIA,2021,패,승,67,67,0.5
10.20(수),광주,KT,0,3,KIA,2021,패,승,68,67,0.5037037037037037
10.21(목),광주,한화,13,2,KIA,2021,승,패,68,68,0.5
10.22(금),창원,KIA,5,3,NC,2021,승,패,68,69,0.4963503649635036
10.23(토),창원,KIA,7,4,NC,2021,승,패,68,70,0.4927536231884058
10.23(토),창원,KIA,2,5,NC,2021,패,승,69,70,0.4964028776978417
10.24(일),창원,KIA,1,4,NC,2021,패,승,70,70,0.5
10.27(수),사직,KIA,3,2,롯데,2021,승,패,70,71,0.4964539007092198
10.28(목),사직,KIA,5,3,롯데,2021,승,패,70,72,0.4929577464788732
10.29(금),광주,두산,11,5,KIA,2021,승,패,70,73,0.4895104895104895
10.30(토),광주,키움,6,1,KIA,2021,승,패,70,74,0.4861111111111111
04.02(토),광주,LG,9,0,KIA,2022,승,패,0,1,0.0
04.03(일),광주,LG,3,2,KIA,2022,승,패,0,2,0.0
04.05(화),광주,한화,3,4,KIA,2022,패,승,1,2,0.3333333333333333
04.06(수),광주,한화,4,7,KIA,2022,패,승,2,2,0.5
04.07(목),광주,한화,2,6,KIA,2022,패,승,3,2,0.6
04.08(금),문학,KIA,0,3,SSG,2022,패,승,4,2,0.6666666666666666
04.09(토),문학,KIA,5,9,SSG,2022,패,승,5,2,0.7142857142857143
04.10(일),문학,KIA,2,11,SSG,2022,패,승,6,2,0.75
04.12(화),광주,롯데,5,6,KIA,2022,패,승,7,2,0.7777777777777778
04.14(목),광주,롯데,3,2,KIA,2022,승,패,7,3,0.7
04.15(금),창원,KIA,0,5,NC,2022,패,승,8,3,0.7272727272727273
04.16(토),창원,KIA,14,0,NC,2022,승,패,8,4,0.6666666666666666
04.17(일),창원,KIA,4,3,NC,2022,승,패,8,5,0.6153846153846154
04.19(화),광주,두산,3,6,KIA,2022,패,승,9,5,0.6428571428571429
04.20(수),광주,두산,4,3,KIA,2022,승,패,9,6,0.6
04.21(목),광주,두산,2,1,KIA,2022,승,패,9,7,0.5625
04.22(금),고척,KIA,5,4,키움,2022,승,패,9,8,0.5294117647058824
04.23(토),고척,KIA,1,3,키움,2022,패,승,10,8,0.5555555555555556
04.24(일),고척,KIA,14,2,키움,2022,승,패,10,9,0.5263157894736842
04.26(화),수원,KIA,10,5,KT,2022,승,패,10,10,0.5
04.27(수),수원,KIA,1,3,KT,2022,패,승,11,10,0.5238095238095238
04.28(목),수원,KIA,3,5,KT,2022,패,승,12,10,0.5454545454545454
04.29(금),광주,삼성,4,3,KIA,2022,승,패,12,11,0.5217391304347826
04.30(토),광주,삼성,5,4,KIA,2022,승,패,12,12,0.5
05.01(일),광주,삼성,6,3,KIA,2022,승,패,12,13,0.48
05.03(화),광주,키움,7,1,KIA,2022,승,패,12,14,0.4615384615384615
05.04(수),광주,키움,3,4,KIA,2022,패,승,13,14,0.4814814814814814
05.05(목),광주,키움,1,10,KIA,2022,패,승,14,14,0.5
05.06(금),대전,KIA,13,2,한화,2022,승,패,14,15,0.4827586206896552
05.07(토),대전,KIA,5,4,한화,2022,승,패,14,16,0.4666666666666667
05.08(일),대전,KIA,7,6,한화,2022,승,패,14,17,0.4516129032258064
05.10(화),광주,KT,0,1,KIA,2022,패,승,15,17,0.46875
05.11(수),광주,KT,10,5,KIA,2022,승,패,15,18,0.4545454545454545
05.12(목),광주,KT,4,5,KIA,2022,패,승,16,18,0.4705882352941176
05.13(금),잠실,KIA,10,1,LG,2022,승,패,16,19,0.4571428571428571
05.14(토),잠실,KIA,3,5,LG,2022,패,승,17,19,0.4722222222222222
05.15(일),잠실,KIA,3,6,LG,2022,패,승,18,19,0.4864864864864865
05.17(화),사직,KIA,4,3,롯데,2022,승,패,18,20,0.4736842105263157
05.18(수),사직,KIA,15,7,롯데,2022,승,패,18,21,0.4615384615384615
05.19(목),사직,KIA,4,2,롯데,2022,승,패,18,22,0.45
05.20(금),광주,NC,3,5,KIA,2022,패,승,19,22,0.4634146341463415
05.21(토),광주,NC,7,4,KIA,2022,승,패,19,23,0.4523809523809524
05.22(일),광주,NC,6,8,KIA,2022,패,승,20,23,0.4651162790697674
05.24(화),대구,KIA,4,3,삼성,2022,승,패,20,24,0.4545454545454545
05.25(수),대구,KIA,11,5,삼성,2022,승,패,20,25,0.4444444444444444
05.26(목),대구,KIA,9,7,삼성,2022,승,패,20,26,0.4347826086956521
05.27(금),광주,SSG,8,1,KIA,2022,승,패,20,27,0.425531914893617
05.28(토),광주,SSG,3,9,KIA,2022,패,승,21,27,0.4375
05.29(일),광주,SSG,9,7,KIA,2022,승,패,21,28,0.4285714285714285
05.31(화),잠실,KIA,13,10,두산,2022,승,패,21,29,0.42
06.01(수),잠실,KIA,7,3,두산,2022,승,패,21,30,0.4117647058823529
06.02(목),잠실,KIA,4,3,두산,2022,승,패,21,31,0.4038461538461538
06.03(금),수원,KIA,2,5,KT,2022,패,승,22,31,0.4150943396226415
06.04(토),수원,KIA,3,4,KT,2022,패,승,23,31,0.4259259259259259
06.05(일),수원,KIA,2,2,KT,2022,무,무,23,32,0.4181818181818181
06.08(수),광주,LG,11,7,KIA,2022,승,패,23,33,0.4107142857142857
06.09(목),광주,LG,1,5,KIA,2022,패,승,24,33,0.4210526315789473
06.10(금),광주,키움,10,6,KIA,2022,승,패,24,34,0.4137931034482758
06.11(토),광주,키움,2,5,KIA,2022,패,승,25,34,0.423728813559322
06.12(일),광주,키움,10,8,KIA,2022,승,패,25,35,0.4166666666666667
06.15(수),창원,KIA,2,7,NC,2022,패,승,26,35,0.4262295081967213
06.16(목),창원,KIA,4,2,NC,2022,승,패,26,36,0.4193548387096774
06.17(금),광주,삼성,3,5,KIA,2022,패,승,27,36,0.4285714285714285
06.18(토),광주,삼성,6,2,KIA,2022,승,패,27,37,0.421875
06.19(일),광주,삼성,7,3,KIA,2022,승,패,27,38,0.4153846153846154
06.21(화),광주,롯데,5,6,KIA,2022,패,승,28,38,0.4242424242424242
06.22(수),광주,롯데,7,5,KIA,2022,승,패,28,39,0.417910447761194
06.23(목),광주,롯데,4,7,KIA,2022,패,승,29,39,0.4264705882352941
06.24(금),잠실,KIA,4,3,두산,2022,승,패,29,40,0.4202898550724637
06.25(토),잠실,KIA,8,6,두산,2022,승,패,29,41,0.4142857142857143
06.26(일),잠실,KIA,4,8,두산,2022,패,승,30,41,0.4225352112676056
06.28(화),고척,KIA,2,5,키움,2022,패,승,31,41,0.4305555555555556
06.29(수),고척,KIA,0,1,키움,2022,패,승,32,41,0.4383561643835616
06.30(목),고척,KIA,4,5,키움,2022,패,승,33,41,0.4459459459459459
07.01(금),문학,KIA,6,7,SSG,2022,패,승,34,41,0.4533333333333333
07.02(토),문학,KIA,1,2,SSG,2022,패,승,35,41,0.4605263157894737
07.03(일),문학,KIA,2,3,SSG,2022,패,승,36,41,0.4675324675324675
07.06(수),광주,KT,8,1,KIA,2022,승,패,36,42,0.4615384615384615
07.08(금),광주,한화,3,5,KIA,2022,패,승,37,42,0.4683544303797468
07.09(토),광주,한화,5,6,KIA,2022,패,승,38,42,0.475
07.10(일),광주,한화,3,6,KIA,2022,패,승,39,42,0.4814814814814814
07.12(화),잠실,KIA,7,1,LG,2022,승,패,39,43,0.4756097560975609
07.14(목),잠실,KIA,2,6,LG,2022,패,승,40,43,0.4819277108433735
07.22(금),사직,KIA,5,2,롯데,2022,승,패,40,44,0.4761904761904761
07.23(토),사직,KIA,9,3,롯데,2022,승,패,40,45,0.4705882352941176
07.24(일),사직,KIA,23,0,롯데,2022,승,패,40,46,0.4651162790697674
07.26(화),광주,NC,9,1,KIA,2022,승,패,40,47,0.4597701149425287
07.27(수),광주,NC,5,9,KIA,2022,패,승,41,47,0.4659090909090909
07.28(목),광주,NC,6,2,KIA,2022,승,패,41,48,0.4606741573033708
07.29(금),광주,SSG,2,11,KIA,2022,패,승,42,48,0.4666666666666667
07.30(토),광주,SSG,7,5,KIA,2022,승,패,42,49,0.4615384615384615
07.31(일),광주,SSG,3,2,KIA,2022,승,패,42,50,0.4565217391304347
08.02(화),대전,KIA,4,5,한화,2022,패,승,43,50,0.4623655913978494
08.03(수),대전,KIA,6,3,한화,2022,승,패,43,51,0.4574468085106383
08.04(목),대전,KIA,1,4,한화,2022,패,승,44,51,0.4631578947368421
08.05(금),광주,두산,5,3,KIA,2022,승,패,44,52,0.4583333333333333
08.06(토),광주,두산,7,4,KIA,2022,승,패,44,53,0.4536082474226804
08.07(일),광주,두산,4,5,KIA,2022,패,승,45,53,0.4591836734693877
08.10(수),대구,KIA,2,3,삼성,2022,패,승,46,53,0.4646464646464646
08.12(금),대구,KIA,6,7,삼성,2022,패,승,47,53,0.47
08.13(토),광주,롯데,0,9,KIA,2022,패,승,48,53,0.4752475247524752
08.14(일),광주,롯데,5,1,KIA,2022,승,패,48,54,0.4705882352941176
08.17(수),광주,SSG,3,4,KIA,2022,패,승,49,54,0.4757281553398058
08.18(목),광주,NC,14,8,KIA,2022,승,패,49,55,0.4711538461538461
08.19(금),광주,NC,9,12,KIA,2022,패,승,50,55,0.4761904761904761
08.20(토),수원,KIA,5,2,KT,2022,승,패,50,56,0.4716981132075472
08.21(일),수원,KIA,3,11,KT,2022,패,승,51,56,0.4766355140186916
08.23(화),고척,KIA,12,3,키움,2022,승,패,51,57,0.4722222222222222
08.24(수),고척,KIA,10,11,키움,2022,패,승,52,57,0.4770642201834862
08.25(목),잠실,KIA,1,0,LG,2022,승,패,52,58,0.4727272727272727
08.26(금),잠실,KIA,1,3,LG,2022,패,승,53,58,0.4774774774774775
08.27(토),광주,두산,2,1,KIA,2022,승,패,53,59,0.4732142857142857
08.28(일),광주,두산,6,11,KIA,2022,패,승,54,59,0.4778761061946903
08.31(수),대전,KIA,4,3,한화,2022,승,패,54,60,0.4736842105263157
09.01(목),광주,삼성,4,1,KIA,2022,승,패,54,61,0.4695652173913043
09.02(금),광주,삼성,3,8,KIA,2022,패,승,55,61,0.4741379310344827
09.03(토),광주,KT,5,1,KIA,2022,승,패,55,62,0.4700854700854701
09.04(일),광주,KT,6,2,KIA,2022,승,패,55,63,0.4661016949152542
09.06(화),사직,KIA,3,6,롯데,2022,패,승,56,63,0.4705882352941176
09.07(수),사직,KIA,12,6,롯데,2022,승,패,56,64,0.4666666666666667
09.08(목),문학,KIA,9,4,SSG,2022,승,패,56,65,0.4628099173553719
09.09(금),문학,KIA,16,9,SSG,2022,승,패,56,66,0.4590163934426229
09.10(토),잠실,KIA,3,0,두산,2022,승,패,56,67,0.4552845528455284
09.11(일),잠실,KIA,3,6,두산,2022,패,승,57,67,0.4596774193548387
09.13(화),광주,키움,4,1,KIA,2022,승,패,57,68,0.456
09.14(수),광주,키움,2,0,KIA,2022,승,패,57,69,0.4523809523809524
09.15(목),광주,한화,2,1,KIA,2022,승,패,57,70,0.4488188976377952
09.16(금),광주,한화,7,6,KIA,2022,승,패,57,71,0.4453125
09.17(토),대구,KIA,1,10,삼성,2022,패,승,58,71,0.4496124031007752
09.18(일),대구,KIA,6,9,삼성,2022,패,승,59,71,0.4538461538461538
09.20(화),광주,LG,11,1,KIA,2022,승,패,59,72,0.4503816793893129
09.21(수),광주,LG,11,2,KIA,2022,승,패,59,73,0.4469696969696969
09.22(목),창원,KIA,3,1,NC,2022,승,패,59,74,0.4436090225563909
09.23(금),창원,KIA,2,5,NC,2022,패,승,60,74,0.4477611940298507
09.24(토),창원,KIA,3,0,NC,2022,승,패,60,75,0.4444444444444444
09.25(일),대구,KIA,4,3,삼성,2022,승,패,60,76,0.4411764705882353
09.29(목),광주,롯데,4,5,KIA,2022,패,승,61,76,0.4452554744525547
10.01(토),광주,SSG,3,2,KIA,2022,승,패,61,77,0.4420289855072464
10.02(일),대전,KIA,10,1,한화,2022,승,패,61,78,0.4388489208633093
10.04(화),잠실,KIA,8,3,LG,2022,승,패,61,79,0.4357142857142857
10.05(수),광주,LG,10,2,KIA,2022,승,패,61,80,0.4326241134751773
10.06(목),광주,LG,3,4,KIA,2022,패,승,62,80,0.4366197183098591
10.07(금),광주,KT,1,11,KIA,2022,패,승,63,80,0.4405594405594406
10.08(토),광주,KT,7,2,KIA,2022,승,패,63,81,0.4375
04.01(토),문학,KIA,1,4,SSG,2023,패,승,1,0,1.0
04.02(일),문학,KIA,9,5,SSG,2023,승,패,1,1,0.5
04.07(금),광주,두산,4,1,KIA,2023,승,패,1,2,0.3333333333333333
04.08(토),광주,두산,6,7,KIA,2023,패,승,2,2,0.5
04.09(일),광주,두산,3,2,KIA,2023,승,패,2,3,0.4
04.11(화),광주,한화,5,4,KIA,2023,승,패,2,4,0.3333333333333333
04.12(수),광주,한화,0,2,KIA,2023,패,승,3,4,0.4285714285714285
04.13(목),광주,한화,5,1,KIA,2023,승,패,3,5,0.375
04.14(금),고척,KIA,2,9,키움,2023,패,승,4,5,0.4444444444444444
04.15(토),고척,KIA,1,6,키움,2023,패,승,5,5,0.5
04.16(일),고척,KIA,0,2,키움,2023,패,승,6,5,0.5454545454545454
04.18(화),사직,KIA,5,7,롯데,2023,패,승,7,5,0.5833333333333334
04.19(수),사직,KIA,6,0,롯데,2023,승,패,7,6,0.5384615384615384
04.20(목),사직,KIA,3,5,롯데,2023,패,승,8,6,0.5714285714285714
04.21(금),광주,삼성,4,5,KIA,2023,패,승,9,6,0.6
04.22(토),광주,삼성,2,6,KIA,2023,패,승,10,6,0.625
04.23(일),광주,삼성,3,5,KIA,2023,패,승,11,6,0.6470588235294118
04.25(화),광주,NC,6,0,KIA,2023,승,패,11,7,0.6111111111111112
04.26(수),광주,NC,0,6,KIA,2023,패,승,12,7,0.631578947368421
04.27(목),광주,NC,0,5,KIA,2023,패,승,13,7,0.65
04.28(금),잠실,KIA,4,3,LG,2023,승,패,13,8,0.6190476190476191
04.29(토),잠실,KIA,6,3,LG,2023,승,패,13,9,0.5909090909090909
04.30(일),잠실,KIA,12,8,LG,2023,승,패,13,10,0.5652173913043478
05.02(화),광주,롯데,7,4,KIA,2023,승,패,13,11,0.5416666666666666
05.03(수),광주,롯데,2,10,KIA,2023,패,승,14,11,0.56
05.09(화),광주,SSG,0,3,KIA,2023,패,승,15,11,0.5769230769230769
05.10(수),광주,SSG,5,3,KIA,2023,승,패,15,12,0.5555555555555556
05.11(목),광주,SSG,5,3,KIA,2023,승,패,15,13,0.5357142857142857
05.12(금),잠실,KIA,1,6,두산,2023,패,승,16,13,0.5517241379310345
05.13(토),잠실,KIA,1,5,두산,2023,패,승,17,13,0.5666666666666667
05.14(일),잠실,KIA,4,8,두산,2023,패,승,18,13,0.5806451612903226
05.16(화),대구,KIA,8,2,삼성,2023,승,패,18,14,0.5625
05.17(수),대구,KIA,7,6,삼성,2023,승,패,18,15,0.5454545454545454
05.19(금),광주,키움,1,10,KIA,2023,패,승,19,15,0.5588235294117647
05.20(토),광주,키움,2,3,KIA,2023,패,승,20,15,0.5714285714285714
05.21(일),광주,키움,1,0,KIA,2023,승,패,20,16,0.5555555555555556
05.23(화),대전,KIA,5,9,한화,2023,패,승,21,16,0.5675675675675675
05.24(수),대전,KIA,4,2,한화,2023,승,패,21,17,0.5526315789473685
05.25(목),대전,KIA,3,4,한화,2023,패,승,22,17,0.5641025641025641
05.26(금),광주,LG,5,3,KIA,2023,승,패,22,18,0.55
05.27(토),광주,LG,3,6,KIA,2023,패,승,23,18,0.5609756097560976
05.28(일),광주,LG,7,1,KIA,2023,승,패,23,19,0.5476190476190477
05.30(화),광주,KT,1,6,KIA,2023,패,승,24,19,0.5581395348837209
05.31(수),광주,KT,1,7,KIA,2023,패,승,25,19,0.5681818181818182
06.02(금),사직,KIA,2,14,롯데,2023,패,승,26,19,0.5777777777777777
06.03(토),사직,KIA,5,6,롯데,2023,패,승,27,19,0.5869565217391305
06.04(일),사직,KIA,6,0,롯데,2023,승,패,27,20,0.574468085106383
06.06(화),광주,SSG,2,1,KIA,2023,승,패,27,21,0.5625
06.07(수),광주,SSG,9,8,KIA,2023,승,패,27,22,0.5510204081632653
06.08(목),광주,SSG,5,4,KIA,2023,승,패,27,23,0.54
06.09(금),잠실,KIA,7,3,두산,2023,승,패,27,24,0.5294117647058824
06.10(토),잠실,KIA,6,3,두산,2023,승,패,27,25,0.5192307692307693
06.11(일),잠실,KIA,2,3,두산,2023,패,승,28,25,0.5283018867924528
06.13(화),고척,KIA,0,1,키움,2023,패,승,29,25,0.5370370370370371
06.14(수),고척,KIA,1,2,키움,2023,패,승,30,25,0.5454545454545454
06.15(목),고척,KIA,8,4,키움,2023,승,패,30,26,0.5357142857142857
06.16(금),광주,NC,11,13,KIA,2023,패,승,31,26,0.543859649122807
06.17(토),광주,NC,10,7,KIA,2023,승,패,31,27,0.5344827586206896
06.18(일),광주,NC,7,7,KIA,2023,무,무,31,28,0.5254237288135594
06.20(화),대전,KIA,6,4,한화,2023,승,패,31,29,0.5166666666666667
06.21(수),대전,KIA,4,7,한화,2023,패,승,32,29,0.5245901639344263
06.22(목),대전,KIA,0,1,한화,2023,패,승,33,29,0.532258064516129
06.23(금),광주,KT,10,3,KIA,2023,승,패,33,30,0.5238095238095238
06.24(토),광주,KT,1,4,KIA,2023,패,승,34,30,0.53125
06.27(화),광주,키움,8,1,KIA,2023,승,패,34,31,0.5230769230769231
06.28(수),광주,키움,7,5,KIA,2023,승,패,34,32,0.5151515151515151
06.30(금),잠실,KIA,4,5,LG,2023,패,승,35,32,0.5223880597014925
07.01(토),잠실,KIA,5,3,LG,2023,승,패,35,33,0.5147058823529411
07.02(일),잠실,KIA,1,3,LG,2023,패,승,36,33,0.5217391304347826
07.05(수),문학,KIA,17,3,SSG,2023,승,패,36,34,0.5142857142857142
07.06(목),문학,KIA,7,6,SSG,2023,승,패,36,35,0.5070422535211268
07.07(금),수원,KIA,6,2,KT,2023,승,패,36,36,0.5
07.08(토),수원,KIA,7,0,KT,2023,승,패,36,37,0.4931506849315068
07.09(일),수원,KIA,5,1,KT,2023,승,패,36,38,0.4864864864864865
07.12(수),광주,삼성,2,3,KIA,2023,패,승,37,38,0.4933333333333333
07.13(목),광주,삼성,4,1,KIA,2023,승,패,37,39,0.4868421052631579
07.21(금),광주,두산,5,2,KIA,2023,승,패,37,40,0.4805194805194805
07.25(화),창원,KIA,3,5,NC,2023,패,승,38,40,0.4871794871794871
07.26(수),창원,KIA,13,3,NC,2023,승,패,38,41,0.4810126582278481
07.27(목),창원,KIA,0,4,NC,2023,패,승,39,41,0.4875
07.28(금),광주,롯데,5,6,KIA,2023,패,승,40,41,0.4938271604938271
07.29(토),광주,롯데,1,4,KIA,2023,패,승,41,41,0.5
07.30(일),광주,롯데,3,6,KIA,2023,패,승,42,41,0.5060240963855421
08.01(화),대구,KIA,11,8,삼성,2023,승,패,42,42,0.5
08.02(수),대구,KIA,6,7,삼성,2023,패,승,43,42,0.5058823529411764
08.03(목),대구,KIA,12,8,삼성,2023,승,패,43,43,0.5
08.04(금),광주,한화,3,9,KIA,2023,패,승,44,43,0.5057471264367817
08.05(토),광주,한화,3,9,KIA,2023,패,승,45,43,0.5113636363636364
08.06(일),광주,한화,4,4,KIA,2023,무,무,45,44,0.5056179775280899
08.09(수),광주,LG,6,2,KIA,2023,승,패,45,45,0.5
08.11(금),사직,KIA,1,7,롯데,2023,패,승,46,45,0.5054945054945055
08.12(토),사직,KIA,13,5,롯데,2023,승,패,46,46,0.5
08.13(일),사직,KIA,1,6,롯데,2023,패,승,47,46,0.5053763440860215
08.15(화),광주,키움,9,6,KIA,2023,승,패,47,47,0.5
08.16(수),광주,키움,3,11,KIA,2023,패,승,48,47,0.5052631578947369
08.17(목),광주,키움,4,8,KIA,2023,패,승,49,47,0.5104166666666666
08.18(금),대구,KIA,2,12,삼성,2023,패,승,50,47,0.5154639175257731
08.19(토),대구,KIA,6,5,삼성,2023,승,패,50,48,0.5102040816326531
08.20(일),대구,KIA,4,6,삼성,2023,패,승,51,48,0.5151515151515151
08.22(화),수원,KIA,4,8,KT,2023,패,승,52,48,0.52
08.24(목),수원,KIA,7,3,KT,2023,승,패,52,49,0.5148514851485149
08.25(금),광주,한화,1,4,KIA,2023,패,승,53,49,0.5196078431372549
08.26(토),광주,한화,4,12,KIA,2023,패,승,54,49,0.5242718446601942
08.27(일),광주,한화,2,5,KIA,2023,패,승,55,49,0.5288461538461539
08.31(목),광주,NC,3,13,KIA,2023,패,승,56,49,0.5333333333333333
09.01(금),문학,KIA,10,2,SSG,2023,승,패,56,50,0.5283018867924528
09.02(토),문학,KIA,12,4,SSG,2023,승,패,56,51,0.5233644859813084
09.03(일),문학,KIA,8,6,SSG,2023,승,패,56,52,0.5185185185185185
09.06(수),잠실,KIA,7,1,두산,2023,승,패,56,53,0.5137614678899083
09.07(목),잠실,KIA,0,3,두산,2023,패,승,57,53,0.5181818181818182
09.08(금),광주,LG,12,2,KIA,2023,승,패,57,54,0.5135135135135135
09.09(토),광주,LG,6,7,KIA,2023,패,승,58,54,0.5178571428571429
09.09(토),광주,LG,7,12,KIA,2023,패,승,59,54,0.5221238938053098
09.10(일),광주,LG,7,8,KIA,2023,패,승,60,54,0.5263157894736842
09.12(화),대구,KIA,9,10,삼성,2023,패,승,61,54,0.5304347826086957
09.13(수),광주,롯데,3,1,KIA,2023,승,패,61,55,0.5258620689655172
09.15(금),광주,두산,8,6,KIA,2023,승,패,61,56,0.5213675213675214
09.17(일),광주,두산,8,3,KIA,2023,승,패,61,57,0.5169491525423728
09.18(월),광주,두산,8,4,KIA,2023,승,패,61,58,0.5126050420168067
09.19(화),광주,LG,4,3,KIA,2023,승,패,61,59,0.5083333333333333
09.21(목),대전,KIA,8,14,한화,2023,패,승,62,59,0.512396694214876
09.22(금),광주,KT,1,2,KIA,2023,패,승,63,59,0.5163934426229508
09.23(토),광주,KT,4,1,KIA,2023,승,패,63,60,0.5121951219512195
09.24(일),광주,KT,3,2,KIA,2023,승,패,63,61,0.5080645161290323
09.26(화),창원,KIA,6,4,NC,2023,승,패,63,62,0.504
09.27(수),창원,KIA,0,7,NC,2023,패,승,64,62,0.5079365079365079
09.27(수),창원,KIA,6,1,NC,2023,승,패,64,63,0.5039370078740157
09.28(목),창원,KIA,3,18,NC,2023,패,승,65,63,0.5078125
09.29(금),고척,KIA,13,5,키움,2023,승,패,65,64,0.5038759689922481
09.30(토),문학,KIA,3,4,SSG,2023,패,승,66,64,0.5076923076923077
10.01(일),문학,KIA,5,6,SSG,2023,패,승,67,64,0.5114503816793893
10.03(화),수원,KIA,3,1,KT,2023,승,패,67,65,0.5075757575757576
10.04(수),수원,KIA,10,2,KT,2023,승,패,67,66,0.5037593984962406
10.04(수),수원,KIA,2,3,KT,2023,패,승,68,66,0.5074626865671642
10.05(목),수원,KIA,3,5,KT,2023,패,승,69,66,0.5111111111111111
10.06(금),잠실,KIA,3,2,LG,2023,승,패,69,67,0.5073529411764706
10.08(일),광주,삼성,1,2,KIA,2023,패,승,70,67,0.5109489051094891
10.09(월),광주,삼성,1,3,KIA,2023,패,승,71,67,0.5144927536231884
10.10(화),광주,SSG,6,5,KIA,2023,승,패,71,68,0.5107913669064749
10.11(수),광주,키움,0,11,KIA,2023,패,승,72,68,0.5142857142857142
10.12(목),광주,롯데,5,6,KIA,2023,패,승,73,68,0.5177304964539007
10.13(금),잠실,KIA,1,3,두산,2023,패,승,74,68,0.5211267605633803
10.16(월),광주,NC,2,4,KIA,2023,패,승,75,68,0.5244755244755245
10.17(화),광주,NC,1,7,KIA,2023,패,승,76,68,0.5277777777777778
03.23(토),광주,키움,5,7,KIA,2024,패,승,1,0,1.0
03.26(화),광주,롯데,1,2,KIA,2024,패,승,2,0,1.0
03.27(수),광주,롯데,2,8,KIA,2024,패,승,3,0,1.0
03.29(금),잠실,KIA,4,2,두산,2024,승,패,3,1,0.75
03.30(토),잠실,KIA,0,8,두산,2024,패,승,4,1,0.8
03.31(일),잠실,KIA,9,3,두산,2024,승,패,4,2,0.6666666666666666
04.02(화),수원,KIA,6,10,KT,2024,패,승,5,2,0.7142857142857143
04.03(수),수원,KIA,5,1,KT,2024,승,패,5,3,0.625
04.04(목),수원,KIA,6,3,KT,2024,승,패,5,4,0.5555555555555556
04.05(금),광주,삼성,2,5,KIA,2024,패,승,6,4,0.6
04.06(토),광주,삼성,7,4,KIA,2024,승,패,6,5,0.5454545454545454
04.07(일),광주,삼성,7,3,KIA,2024,승,패,6,6,0.5
04.09(화),광주,LG,2,7,KIA,2024,패,승,7,6,0.5384615384615384
04.10(수),광주,LG,4,5,KIA,2024,패,승,8,6,0.5714285714285714
04.11(목),광주,LG,4,8,KIA,2024,패,승,9,6,0.6
04.12(금),대전,KIA,8,4,한화,2024,승,패,9,7,0.5625
04.13(토),대전,KIA,11,9,한화,2024,승,패,9,8,0.5294117647058824
04.14(일),대전,KIA,5,2,한화,2024,승,패,9,9,0.5
